Distribution Date,Site ID,Partner,Product Category,Product Size,Qty,Households,Children
2026-09-21,SITE_007,Partner Site 07,diaper,4,513,8.0,10.0
2026-09-21,SITE_007,Partner Site 07,diaper,5,468,6.0,9.0
2026-09-21,SITE_007,Partner Site 07,diaper,6,197,4.0,5.0
2026-09-21,SITE_007,Partner Site 07,diaper,7,49,1.0,1.0
2026-09-21,SITE_007,Partner Site 07,wipes,one_size,1061,,
2025-03-31,SITE_008,Partner Site 08,diaper,N,51,1.0,1.0
2025-03-31,SITE_008,Partner Site 08,diaper,1,191,4.0,4.0
2025-03-31,SITE_008,Partner Site 08,diaper,2,284,5.0,7.0
2025-03-31,SITE_008,Partner Site 08,diaper,3,430,7.0,8.0
2025-03-31,SITE_008,Partner Site 08,diaper,4,639,12.0,17.0
2025-03-31,SITE_008,Partner Site 08,diaper,5,527,10.0,12.0
2025-03-31,SITE_008,Partner Site 08,diaper,6,218,4.0,6.0
2025-03-31,SITE_008,Partner Site 08,diaper,7,65,2.0,2.0
2025-03-31,SITE_008,Partner Site 08,wipes,one_size,1127,,
2025-04-07,SITE_008,Partner Site 08,diaper,N,64,2.0,2.0
2025-04-07,SITE_008,Partner Site 08,diaper,1,180,4.0,4.0
2025-04-07,SITE_008,Partner Site 08,diaper,2,270,5.0,6.0
2025-04-07,SITE_008,Partner Site 08,diaper,3,370,5.0,7.0
2025-04-07,SITE_008,Partner Site 08,diaper,4,499,9.0,11.0
2025-04-07,SITE_008,Partner Site 08,diaper,5,469,8.0,11.0
2025-04-07,SITE_008,Partner Site 08,diaper,6,217,4.0,5.0
2025-04-07,SITE_008,Partner Site 08,diaper,7,55,1.0,1.0
2025-04-07,SITE_008,Partner Site 08,wipes,one_size,1226,,
2025-04-14,SITE_008,Partner Site 08,diaper,N,69,2.0,2.0
2025-04-14,SITE_008,Partner Site 08,diaper,1,180,3.0,4.0
2025-04-14,SITE_008,Partner Site 08,diaper,2,245,4.0,5.0
2025-04-14,SITE_008,Partner Site 08,diaper,3,390,6.0,8.0
2025-04-14,SITE_008,Partner Site 08,diaper,4,569,9.0,13.0
2025-04-14,SITE_008,Partner Site 08,diaper,5,507,7.0,10.0
2025-04-14,SITE_008,Partner Site 08,diaper,6,224,3.0,4.0
2025-04-14,SITE_008,Partner Site 08,diaper,7,69,1.0,2.0
2025-04-14,SITE_008,Partner Site 08,wipes,one_size,943,,
2025-04-21,SITE_008,Partner Site 08,diaper,N,64,1.0,1.0
2025-04-21,SITE_008,Partner Site 08,diaper,1,202,4.0,4.0
2025-04-21,SITE_008,Partner Site 08,diaper,2,259,4.0,5.0
2025-04-21,SITE_008,Partner Site 08,diaper,3,369,5.0,7.0
2025-04-21,SITE_008,Partner Site 08,diaper,4,526,11.0,13.0
2025-04-21,SITE_008,Partner Site 08,diaper,5,448,9.0,12.0
2025-04-21,SITE_008,Partner Site 08,diaper,6,213,3.0,5.0
2025-04-21,SITE_008,Partner Site 08,diaper,7,53,1.0,1.0
2025-04-21,SITE_008,Partner Site 08,wipes,one_size,1165,,
2025-04-28,SITE_008,Partner Site 08,diaper,N,82,1.0,2.0
2025-04-28,SITE_008,Partner Site 08,diaper,1,216,4.0,5.0
2025-04-28,SITE_008,Partner Site 08,diaper,2,297,5.0,6.0
2025-04-28,SITE_008,Partner Site 08,diaper,3,438,11.0,12.0
2025-04-28,SITE_008,Partner Site 08,diaper,4,623,9.0,12.0
2025-04-28,SITE_008,Partner Site 08,diaper,5,594,9.0,13.0
2025-04-28,SITE_008,Partner Site 08,diaper,6,265,6.0,7.0
2025-04-28,SITE_008,Partner Site 08,diaper,7,76,1.0,1.0
2025-04-28,SITE_008,Partner Site 08,wipes,one_size,1303,,
2025-05-05,SITE_008,Partner Site 08,diaper,N,65,1.0,1.0
2025-05-05,SITE_008,Partner Site 08,diaper,1,159,2.0,3.0
2025-05-05,SITE_008,Partner Site 08,diaper,2,242,4.0,5.0
2025-05-05,SITE_008,Partner Site 08,diaper,3,334,6.0,8.0
2025-05-05,SITE_008,Partner Site 08,diaper,4,472,9.0,10.0
2025-05-05,SITE_008,Partner Site 08,diaper,5,429,6.0,9.0
2025-05-05,SITE_008,Partner Site 08,diaper,6,192,3.0,4.0
2025-05-05,SITE_008,Partner Site 08,diaper,7,59,2.0,2.0
2025-05-05,SITE_008,Partner Site 08,wipes,one_size,1250,,
2025-05-12,SITE_008,Partner Site 08,diaper,N,82,1.0,2.0
2025-05-12,SITE_008,Partner Site 08,diaper,1,192,3.0,4.0
2025-05-12,SITE_008,Partner Site 08,diaper,2,278,4.0,6.0
2025-05-12,SITE_008,Partner Site 08,diaper,3,363,6.0,9.0
2025-05-12,SITE_008,Partner Site 08,diaper,4,568,11.0,13.0
2025-05-12,SITE_008,Partner Site 08,diaper,5,534,8.0,11.0
2025-05-12,SITE_008,Partner Site 08,diaper,6,199,3.0,4.0
2025-05-12,SITE_008,Partner Site 08,diaper,7,80,2.0,2.0
2025-05-12,SITE_008,Partner Site 08,wipes,one_size,1264,,
2025-05-19,SITE_008,Partner Site 08,diaper,N,75,2.0,2.0
2025-05-19,SITE_008,Partner Site 08,diaper,1,171,3.0,3.0
2025-05-19,SITE_008,Partner Site 08,diaper,2,287,6.0,8.0
2025-05-19,SITE_008,Partner Site 08,diaper,3,404,6.0,8.0
2025-05-19,SITE_008,Partner Site 08,diaper,4,559,7.0,11.0
2025-05-19,SITE_008,Partner Site 08,diaper,5,561,7.0,10.0
2025-05-19,SITE_008,Partner Site 08,diaper,6,254,5.0,6.0
2025-05-19,SITE_008,Partner Site 08,diaper,7,71,1.0,1.0
2025-05-19,SITE_008,Partner Site 08,wipes,one_size,1152,,
2025-05-26,SITE_008,Partner Site 08,diaper,N,58,1.0,1.0
2025-05-26,SITE_008,Partner Site 08,diaper,1,162,3.0,4.0
2025-05-26,SITE_008,Partner Site 08,diaper,2,294,6.0,7.0
2025-05-26,SITE_008,Partner Site 08,diaper,3,409,8.0,10.0
2025-05-26,SITE_008,Partner Site 08,diaper,4,520,12.0,14.0
2025-05-26,SITE_008,Partner Site 08,diaper,5,517,8.0,10.0
2025-05-26,SITE_008,Partner Site 08,diaper,6,213,3.0,4.0
2025-05-26,SITE_008,Partner Site 08,diaper,7,71,1.0,2.0
2025-05-26,SITE_008,Partner Site 08,wipes,one_size,952,,
2025-06-02,SITE_008,Partner Site 08,diaper,N,78,2.0,2.0
2025-06-02,SITE_008,Partner Site 08,diaper,1,178,4.0,5.0
2025-06-02,SITE_008,Partner Site 08,diaper,2,290,6.0,8.0
2025-06-02,SITE_008,Partner Site 08,diaper,3,435,7.0,10.0
2025-06-02,SITE_008,Partner Site 08,diaper,4,626,12.0,14.0
2025-06-02,SITE_008,Partner Site 08,diaper,5,632,9.0,12.0
2025-06-02,SITE_008,Partner Site 08,diaper,6,240,6.0,7.0
2025-06-02,SITE_008,Partner Site 08,diaper,7,68,1.0,1.0
2025-06-02,SITE_008,Partner Site 08,wipes,one_size,784,,
2025-06-09,SITE_008,Partner Site 08,diaper,N,74,1.0,1.0
2025-06-09,SITE_008,Partner Site 08,diaper,1,187,3.0,4.0
2025-06-09,SITE_008,Partner Site 08,diaper,2,279,4.0,6.0
2025-06-09,SITE_008,Partner Site 08,diaper,3,384,6.0,8.0
2025-06-09,SITE_008,Partner Site 08,diaper,4,541,9.0,12.0
2025-06-09,SITE_008,Partner Site 08,diaper,5,487,8.0,10.0
2025-06-09,SITE_008,Partner Site 08,diaper,6,191,3.0,4.0
2025-06-09,SITE_008,Partner Site 08,diaper,7,74,2.0,2.0
2025-06-09,SITE_008,Partner Site 08,wipes,one_size,1061,,
2025-06-16,SITE_008,Partner Site 08,diaper,N,70,2.0,2.0
2025-06-16,SITE_008,Partner Site 08,diaper,1,208,5.0,6.0
2025-06-16,SITE_008,Partner Site 08,diaper,2,289,6.0,7.0
2025-06-16,SITE_008,Partner Site 08,diaper,3,420,9.0,12.0
2025-06-16,SITE_008,Partner Site 08,diaper,4,583,9.0,11.0
2025-06-16,SITE_008,Partner Site 08,diaper,5,594,9.0,13.0
2025-06-16,SITE_008,Partner Site 08,diaper,6,243,4.0,6.0
2025-06-16,SITE_008,Partner Site 08,diaper,7,85,1.0,2.0
2025-06-16,SITE_008,Partner Site 08,wipes,one_size,1083,,
2025-06-23,SITE_008,Partner Site 08,diaper,N,55,2.0,2.0
2025-06-23,SITE_008,Partner Site 08,diaper,1,159,3.0,4.0
2025-06-23,SITE_008,Partner Site 08,diaper,2,202,5.0,6.0
2025-06-23,SITE_008,Partner Site 08,diaper,3,308,5.0,7.0
2025-06-23,SITE_008,Partner Site 08,diaper,4,442,6.0,9.0
2025-06-23,SITE_008,Partner Site 08,diaper,5,409,9.0,10.0
2025-06-23,SITE_008,Partner Site 08,diaper,6,190,4.0,5.0
2025-06-23,SITE_008,Partner Site 08,diaper,7,57,1.0,1.0
2025-06-23,SITE_008,Partner Site 08,wipes,one_size,738,,
2025-06-30,SITE_008,Partner Site 08,diaper,N,67,2.0,2.0
2025-06-30,SITE_008,Partner Site 08,diaper,1,196,4.0,5.0
2025-06-30,SITE_008,Partner Site 08,diaper,2,269,5.0,6.0
2025-06-30,SITE_008,Partner Site 08,diaper,3,378,10.0,11.0
2025-06-30,SITE_008,Partner Site 08,diaper,4,556,8.0,10.0
2025-06-30,SITE_008,Partner Site 08,diaper,5,519,11.0,13.0
2025-06-30,SITE_008,Partner Site 08,diaper,6,237,5.0,6.0
2025-06-30,SITE_008,Partner Site 08,diaper,7,54,1.0,2.0
2025-06-30,SITE_008,Partner Site 08,wipes,one_size,1009,,
2025-07-07,SITE_008,Partner Site 08,diaper,N,66,2.0,2.0
2025-07-07,SITE_008,Partner Site 08,diaper,1,188,3.0,4.0
2025-07-07,SITE_008,Partner Site 08,diaper,2,263,4.0,5.0
2025-07-07,SITE_008,Partner Site 08,diaper,3,331,7.0,9.0
2025-07-07,SITE_008,Partner Site 08,diaper,4,509,11.0,13.0
2025-07-07,SITE_008,Partner Site 08,diaper,5,490,10.0,12.0
2025-07-07,SITE_008,Partner Site 08,diaper,6,244,5.0,5.0
2025-07-07,SITE_008,Partner Site 08,diaper,7,70,2.0,2.0
2025-07-07,SITE_008,Partner Site 08,wipes,one_size,969,,
2025-07-14,SITE_008,Partner Site 08,diaper,N,55,1.0,1.0
2025-07-14,SITE_008,Partner Site 08,diaper,1,176,2.0,3.0
2025-07-14,SITE_008,Partner Site 08,diaper,2,219,4.0,5.0
2025-07-14,SITE_008,Partner Site 08,diaper,3,328,8.0,9.0
2025-07-14,SITE_008,Partner Site 08,diaper,4,538,8.0,11.0
2025-07-14,SITE_008,Partner Site 08,diaper,5,486,7.0,10.0
2025-07-14,SITE_008,Partner Site 08,diaper,6,220,4.0,4.0
2025-07-14,SITE_008,Partner Site 08,diaper,7,52,1.0,1.0
2025-07-14,SITE_008,Partner Site 08,wipes,one_size,1109,,
2025-07-21,SITE_008,Partner Site 08,diaper,N,68,1.0,1.0
2025-07-21,SITE_008,Partner Site 08,diaper,1,155,2.0,3.0
2025-07-21,SITE_008,Partner Site 08,diaper,2,201,3.0,4.0
2025-07-21,SITE_008,Partner Site 08,diaper,3,308,6.0,7.0
2025-07-21,SITE_008,Partner Site 08,diaper,4,434,8.0,10.0
2025-07-21,SITE_008,Partner Site 08,diaper,5,433,8.0,9.0
2025-07-21,SITE_008,Partner Site 08,diaper,6,194,3.0,4.0
2025-07-21,SITE_008,Partner Site 08,diaper,7,54,1.0,1.0
2025-07-21,SITE_008,Partner Site 08,wipes,one_size,1041,,
2025-07-28,SITE_008,Partner Site 08,diaper,N,67,1.0,2.0
2025-07-28,SITE_008,Partner Site 08,diaper,1,158,3.0,4.0
2025-07-28,SITE_008,Partner Site 08,diaper,2,246,4.0,5.0
2025-07-28,SITE_008,Partner Site 08,diaper,3,343,6.0,7.0
2025-07-28,SITE_008,Partner Site 08,diaper,4,524,12.0,13.0
2025-07-28,SITE_008,Partner Site 08,diaper,5,487,8.0,10.0
2025-07-28,SITE_008,Partner Site 08,diaper,6,233,5.0,6.0
2025-07-28,SITE_008,Partner Site 08,diaper,7,56,1.0,1.0
2025-07-28,SITE_008,Partner Site 08,wipes,one_size,835,,
2025-08-04,SITE_008,Partner Site 08,diaper,N,57,1.0,1.0
2025-08-04,SITE_008,Partner Site 08,diaper,1,159,3.0,4.0
2025-08-04,SITE_008,Partner Site 08,diaper,2,195,4.0,4.0
2025-08-04,SITE_008,Partner Site 08,diaper,3,284,5.0,6.0
2025-08-04,SITE_008,Partner Site 08,diaper,4,442,7.0,9.0
2025-08-04,SITE_008,Partner Site 08,diaper,5,419,6.0,9.0
2025-08-04,SITE_008,Partner Site 08,diaper,6,176,4.0,5.0
2025-08-04,SITE_008,Partner Site 08,diaper,7,51,1.0,1.0
2025-08-04,SITE_008,Partner Site 08,wipes,one_size,1046,,
2025-08-11,SITE_008,Partner Site 08,diaper,N,65,1.0,1.0
2025-08-11,SITE_008,Partner Site 08,diaper,1,148,3.0,4.0
2025-08-11,SITE_008,Partner Site 08,diaper,2,251,6.0,7.0
2025-08-11,SITE_008,Partner Site 08,diaper,3,323,6.0,7.0
2025-08-11,SITE_008,Partner Site 08,diaper,4,488,7.0,10.0
2025-08-11,SITE_008,Partner Site 08,diaper,5,472,9.0,13.0
2025-08-11,SITE_008,Partner Site 08,diaper,6,198,4.0,6.0
2025-08-11,SITE_008,Partner Site 08,diaper,7,57,1.0,1.0
2025-08-11,SITE_008,Partner Site 08,wipes,one_size,1022,,
2025-08-18,SITE_008,Partner Site 08,diaper,N,63,1.0,1.0
2025-08-18,SITE_008,Partner Site 08,diaper,1,170,3.0,4.0
2025-08-18,SITE_008,Partner Site 08,diaper,2,268,5.0,7.0
2025-08-18,SITE_008,Partner Site 08,diaper,3,390,6.0,8.0
2025-08-18,SITE_008,Partner Site 08,diaper,4,538,9.0,11.0
2025-08-18,SITE_008,Partner Site 08,diaper,5,556,10.0,15.0
2025-08-18,SITE_008,Partner Site 08,diaper,6,227,4.0,5.0
2025-08-18,SITE_008,Partner Site 08,diaper,7,67,1.0,1.0
2025-08-18,SITE_008,Partner Site 08,wipes,one_size,653,,
2025-08-25,SITE_008,Partner Site 08,diaper,N,51,1.0,1.0
2025-08-25,SITE_008,Partner Site 08,diaper,1,186,4.0,5.0
2025-08-25,SITE_008,Partner Site 08,diaper,2,269,4.0,5.0
2025-08-25,SITE_008,Partner Site 08,diaper,3,372,6.0,8.0
2025-08-25,SITE_008,Partner Site 08,diaper,4,506,11.0,13.0
2025-08-25,SITE_008,Partner Site 08,diaper,5,482,9.0,13.0
2025-08-25,SITE_008,Partner Site 08,diaper,6,206,3.0,4.0
2025-08-25,SITE_008,Partner Site 08,diaper,7,73,1.0,1.0
2025-08-25,SITE_008,Partner Site 08,wipes,one_size,1046,,
2025-09-01,SITE_008,Partner Site 08,diaper,N,53,1.0,1.0
2025-09-01,SITE_008,Partner Site 08,diaper,1,165,3.0,3.0
2025-09-01,SITE_008,Partner Site 08,diaper,2,238,4.0,5.0
2025-09-01,SITE_008,Partner Site 08,diaper,3,360,6.0,8.0
2025-09-01,SITE_008,Partner Site 08,diaper,4,533,8.0,10.0
2025-09-01,SITE_008,Partner Site 08,diaper,5,466,7.0,9.0
2025-09-01,SITE_008,Partner Site 08,diaper,6,198,3.0,4.0
2025-09-01,SITE_008,Partner Site 08,diaper,7,53,1.0,1.0
2025-09-01,SITE_008,Partner Site 08,wipes,one_size,1185,,
2025-09-08,SITE_008,Partner Site 08,diaper,N,69,2.0,2.0
2025-09-08,SITE_008,Partner Site 08,diaper,1,147,3.0,3.0
2025-09-08,SITE_008,Partner Site 08,diaper,2,251,4.0,5.0
2025-09-08,SITE_008,Partner Site 08,diaper,3,351,6.0,8.0
2025-09-08,SITE_008,Partner Site 08,diaper,4,474,11.0,13.0
2025-09-08,SITE_008,Partner Site 08,diaper,5,466,8.0,12.0
2025-09-08,SITE_008,Partner Site 08,diaper,6,236,4.0,5.0
2025-09-08,SITE_008,Partner Site 08,diaper,7,66,1.0,1.0
2025-09-08,SITE_008,Partner Site 08,wipes,one_size,1021,,
2025-09-15,SITE_008,Partner Site 08,diaper,N,66,2.0,2.0
2025-09-15,SITE_008,Partner Site 08,diaper,1,187,3.0,4.0
2025-09-15,SITE_008,Partner Site 08,diaper,2,286,6.0,7.0
2025-09-15,SITE_008,Partner Site 08,diaper,3,367,5.0,7.0
2025-09-15,SITE_008,Partner Site 08,diaper,4,573,10.0,14.0
2025-09-15,SITE_008,Partner Site 08,diaper,5,584,10.0,12.0
2025-09-15,SITE_008,Partner Site 08,diaper,6,259,5.0,7.0
2025-09-15,SITE_008,Partner Site 08,diaper,7,74,2.0,2.0
2025-09-15,SITE_008,Partner Site 08,wipes,one_size,1156,,
2025-09-22,SITE_008,Partner Site 08,diaper,N,75,1.0,2.0
2025-09-22,SITE_008,Partner Site 08,diaper,1,189,4.0,5.0
2025-09-22,SITE_008,Partner Site 08,diaper,2,314,6.0,8.0
2025-09-22,SITE_008,Partner Site 08,diaper,3,429,9.0,12.0
2025-09-22,SITE_008,Partner Site 08,diaper,4,591,8.0,11.0
2025-09-22,SITE_008,Partner Site 08,diaper,5,569,7.0,10.0
2025-09-22,SITE_008,Partner Site 08,diaper,6,293,4.0,6.0
2025-09-22,SITE_008,Partner Site 08,diaper,7,66,1.0,1.0
2025-09-22,SITE_008,Partner Site 08,wipes,one_size,1173,,
2025-09-29,SITE_008,Partner Site 08,diaper,N,63,2.0,2.0
2025-09-29,SITE_008,Partner Site 08,diaper,1,153,2.0,3.0
2025-09-29,SITE_008,Partner Site 08,diaper,2,242,4.0,6.0
2025-09-29,SITE_008,Partner Site 08,diaper,3,363,5.0,7.0
2025-09-29,SITE_008,Partner Site 08,diaper,4,538,9.0,11.0
2025-09-29,SITE_008,Partner Site 08,diaper,5,522,9.0,12.0
2025-09-29,SITE_008,Partner Site 08,diaper,6,225,4.0,6.0
2025-09-29,SITE_008,Partner Site 08,diaper,7,58,2.0,2.0
2025-09-29,SITE_008,Partner Site 08,wipes,one_size,989,,
2025-10-06,SITE_008,Partner Site 08,diaper,N,60,1.0,1.0
2025-10-06,SITE_008,Partner Site 08,diaper,1,201,4.0,5.0
2025-10-06,SITE_008,Partner Site 08,diaper,2,304,6.0,8.0
2025-10-06,SITE_008,Partner Site 08,diaper,3,421,7.0,9.0
2025-10-06,SITE_008,Partner Site 08,diaper,4,565,11.0,14.0
2025-10-06,SITE_008,Partner Site 08,diaper,5,547,10.0,11.0
2025-10-06,SITE_008,Partner Site 08,diaper,6,222,4.0,5.0
2025-10-06,SITE_008,Partner Site 08,diaper,7,67,1.0,1.0
2025-10-06,SITE_008,Partner Site 08,wipes,one_size,764,,
2025-10-13,SITE_008,Partner Site 08,diaper,N,58,1.0,1.0
2025-10-13,SITE_008,Partner Site 08,diaper,1,151,3.0,4.0
2025-10-13,SITE_008,Partner Site 08,diaper,2,219,4.0,5.0
2025-10-13,SITE_008,Partner Site 08,diaper,3,314,5.0,8.0
2025-10-13,SITE_008,Partner Site 08,diaper,4,469,10.0,11.0
2025-10-13,SITE_008,Partner Site 08,diaper,5,401,8.0,10.0
2025-10-13,SITE_008,Partner Site 08,diaper,6,170,4.0,4.0
2025-10-13,SITE_008,Partner Site 08,diaper,7,58,1.0,1.0
2025-10-13,SITE_008,Partner Site 08,wipes,one_size,1103,,
2025-10-20,SITE_008,Partner Site 08,diaper,N,86,1.0,2.0
2025-10-20,SITE_008,Partner Site 08,diaper,1,220,3.0,4.0
2025-10-20,SITE_008,Partner Site 08,diaper,2,266,6.0,7.0
2025-10-20,SITE_008,Partner Site 08,diaper,3,420,7.0,8.0
2025-10-20,SITE_008,Partner Site 08,diaper,4,573,9.0,12.0
2025-10-20,SITE_008,Partner Site 08,diaper,5,572,9.0,11.0
2025-10-20,SITE_008,Partner Site 08,diaper,6,270,4.0,5.0
2025-10-20,SITE_008,Partner Site 08,diaper,7,71,1.0,1.0
2025-10-20,SITE_008,Partner Site 08,wipes,one_size,1198,,
2025-10-27,SITE_008,Partner Site 08,diaper,N,76,2.0,2.0
2025-10-27,SITE_008,Partner Site 08,diaper,1,201,4.0,5.0
2025-10-27,SITE_008,Partner Site 08,diaper,2,250,5.0,7.0
2025-10-27,SITE_008,Partner Site 08,diaper,3,374,6.0,7.0
2025-10-27,SITE_008,Partner Site 08,diaper,4,516,11.0,13.0
2025-10-27,SITE_008,Partner Site 08,diaper,5,507,8.0,10.0
2025-10-27,SITE_008,Partner Site 08,diaper,6,225,4.0,5.0
2025-10-27,SITE_008,Partner Site 08,diaper,7,66,1.0,1.0
2025-10-27,SITE_008,Partner Site 08,wipes,one_size,1102,,
2025-11-03,SITE_008,Partner Site 08,diaper,N,50,1.0,1.0
2025-11-03,SITE_008,Partner Site 08,diaper,1,152,3.0,3.0
2025-11-03,SITE_008,Partner Site 08,diaper,2,215,3.0,5.0
2025-11-03,SITE_008,Partner Site 08,diaper,3,335,5.0,8.0
2025-11-03,SITE_008,Partner Site 08,diaper,4,469,9.0,10.0
2025-11-03,SITE_008,Partner Site 08,diaper,5,423,6.0,8.0
2025-11-03,SITE_008,Partner Site 08,diaper,6,200,3.0,4.0
2025-11-03,SITE_008,Partner Site 08,diaper,7,62,1.0,1.0
2025-11-03,SITE_008,Partner Site 08,wipes,one_size,993,,
2025-11-10,SITE_008,Partner Site 08,diaper,N,61,1.0,1.0
2025-11-10,SITE_008,Partner Site 08,diaper,1,186,2.0,3.0
2025-11-10,SITE_008,Partner Site 08,diaper,2,296,6.0,8.0
2025-11-10,SITE_008,Partner Site 08,diaper,3,386,7.0,10.0
2025-11-10,SITE_008,Partner Site 08,diaper,4,538,9.0,14.0
2025-11-10,SITE_008,Partner Site 08,diaper,5,550,12.0,14.0
2025-11-10,SITE_008,Partner Site 08,diaper,6,240,4.0,5.0
2025-11-10,SITE_008,Partner Site 08,diaper,7,72,2.0,2.0
2025-11-17,SITE_008,Partner Site 08,diaper,N,75,2.0,2.0
2025-11-17,SITE_008,Partner Site 08,diaper,1,193,4.0,5.0
2025-11-17,SITE_008,Partner Site 08,diaper,2,278,4.0,6.0
2025-11-17,SITE_008,Partner Site 08,diaper,3,407,7.0,10.0
2025-11-17,SITE_008,Partner Site 08,diaper,4,534,10.0,15.0
2025-11-17,SITE_008,Partner Site 08,diaper,5,480,9.0,11.0
2025-11-17,SITE_008,Partner Site 08,diaper,6,224,4.0,5.0
2025-11-17,SITE_008,Partner Site 08,diaper,7,54,1.0,1.0
2025-11-24,SITE_008,Partner Site 08,diaper,N,86,2.0,2.0
2025-11-24,SITE_008,Partner Site 08,diaper,1,216,3.0,5.0
2025-11-24,SITE_008,Partner Site 08,diaper,2,350,7.0,9.0
2025-11-24,SITE_008,Partner Site 08,diaper,3,468,10.0,12.0
2025-11-24,SITE_008,Partner Site 08,diaper,4,647,11.0,16.0
2025-11-24,SITE_008,Partner Site 08,diaper,5,690,10.0,14.0
2025-11-24,SITE_008,Partner Site 08,diaper,6,270,5.0,6.0
2025-11-24,SITE_008,Partner Site 08,diaper,7,82,2.0,2.0
2025-11-24,SITE_008,Partner Site 08,wipes,one_size,1153,,
2026-01-12,SITE_008,Partner Site 08,diaper,N,72,2.0,2.0
2026-01-12,SITE_008,Partner Site 08,diaper,1,206,3.0,4.0
2026-01-12,SITE_008,Partner Site 08,diaper,2,298,6.0,7.0
2026-01-12,SITE_008,Partner Site 08,diaper,3,445,7.0,9.0
2026-01-12,SITE_008,Partner Site 08,diaper,4,616,13.0,17.0
2026-01-12,SITE_008,Partner Site 08,diaper,5,565,9.0,11.0
2026-01-12,SITE_008,Partner Site 08,diaper,6,237,3.0,4.0
2026-01-12,SITE_008,Partner Site 08,diaper,7,80,1.0,2.0
2026-01-12,SITE_008,Partner Site 08,wipes,one_size,921,,
2026-01-19,SITE_008,Partner Site 08,diaper,N,50,1.0,1.0
2026-01-19,SITE_008,Partner Site 08,diaper,1,185,3.0,4.0
2026-01-19,SITE_008,Partner Site 08,diaper,2,272,5.0,6.0
2026-01-19,SITE_008,Partner Site 08,diaper,3,399,8.0,10.0
2026-01-19,SITE_008,Partner Site 08,diaper,4,556,11.0,12.0
2026-01-19,SITE_008,Partner Site 08,diaper,5,514,10.0,13.0
2026-01-19,SITE_008,Partner Site 08,diaper,6,219,4.0,6.0
2026-01-19,SITE_008,Partner Site 08,diaper,7,64,1.0,1.0
2026-01-19,SITE_008,Partner Site 08,wipes,one_size,1349,,
2026-01-26,SITE_008,Partner Site 08,diaper,N,53,1.0,1.0
2026-01-26,SITE_008,Partner Site 08,diaper,1,170,3.0,4.0
2026-01-26,SITE_008,Partner Site 08,diaper,2,271,3.0,5.0
2026-01-26,SITE_008,Partner Site 08,diaper,3,372,6.0,9.0
2026-01-26,SITE_008,Partner Site 08,diaper,4,574,11.0,13.0
2026-01-26,SITE_008,Partner Site 08,diaper,5,500,9.0,10.0
2026-01-26,SITE_008,Partner Site 08,diaper,6,204,3.0,5.0
2026-01-26,SITE_008,Partner Site 08,diaper,7,67,1.0,1.0
2026-01-26,SITE_008,Partner Site 08,wipes,one_size,908,,
2026-02-02,SITE_008,Partner Site 08,diaper,N,70,1.0,2.0
2026-02-02,SITE_008,Partner Site 08,diaper,1,182,3.0,4.0
2026-02-02,SITE_008,Partner Site 08,diaper,2,291,5.0,6.0
2026-02-02,SITE_008,Partner Site 08,diaper,3,382,6.0,7.0
2026-02-02,SITE_008,Partner Site 08,diaper,4,511,11.0,14.0
2026-02-02,SITE_008,Partner Site 08,diaper,5,494,9.0,13.0
2026-02-02,SITE_008,Partner Site 08,diaper,6,213,4.0,5.0
2026-02-02,SITE_008,Partner Site 08,diaper,7,61,1.0,1.0
2026-02-02,SITE_008,Partner Site 08,wipes,one_size,1194,,
2026-02-09,SITE_008,Partner Site 08,diaper,N,64,1.0,1.0
2026-02-09,SITE_008,Partner Site 08,diaper,1,141,4.0,4.0
2026-02-09,SITE_008,Partner Site 08,diaper,2,212,3.0,4.0
2026-02-09,SITE_008,Partner Site 08,diaper,3,337,7.0,8.0
2026-02-09,SITE_008,Partner Site 08,diaper,4,486,11.0,14.0
2026-02-09,SITE_008,Partner Site 08,diaper,5,445,8.0,11.0
2026-02-09,SITE_008,Partner Site 08,diaper,6,195,3.0,4.0
2026-02-09,SITE_008,Partner Site 08,diaper,7,65,1.0,1.0
2026-02-09,SITE_008,Partner Site 08,wipes,one_size,1211,,
2026-02-16,SITE_008,Partner Site 08,diaper,N,61,1.0,1.0
2026-02-16,SITE_008,Partner Site 08,diaper,1,172,2.0,3.0
2026-02-16,SITE_008,Partner Site 08,diaper,2,281,5.0,6.0
2026-02-16,SITE_008,Partner Site 08,diaper,3,411,8.0,10.0
2026-02-16,SITE_008,Partner Site 08,diaper,4,545,8.0,11.0
2026-02-16,SITE_008,Partner Site 08,diaper,5,560,10.0,14.0
2026-02-16,SITE_008,Partner Site 08,diaper,6,230,5.0,6.0
2026-02-16,SITE_008,Partner Site 08,diaper,7,59,1.0,1.0
2026-02-16,SITE_008,Partner Site 08,wipes,one_size,1047,,
2026-02-23,SITE_008,Partner Site 08,diaper,N,55,1.0,1.0
2026-02-23,SITE_008,Partner Site 08,diaper,1,174,3.0,4.0
2026-02-23,SITE_008,Partner Site 08,diaper,2,247,4.0,5.0
2026-02-23,SITE_008,Partner Site 08,diaper,3,333,5.0,6.0
2026-02-23,SITE_008,Partner Site 08,diaper,4,475,10.0,12.0
2026-02-23,SITE_008,Partner Site 08,diaper,5,471,8.0,10.0
2026-02-23,SITE_008,Partner Site 08,diaper,6,192,3.0,5.0
2026-02-23,SITE_008,Partner Site 08,diaper,7,77,2.0,2.0
2026-02-23,SITE_008,Partner Site 08,wipes,one_size,1157,,
