expected_date,source,product,size,quantity,status
2027-06-21,Community Donations,diaper,1,1865,confirmed
2027-06-21,Community Donations,diaper,2,1575,confirmed
2027-06-21,Community Donations,diaper,3,1144,pending
2027-06-21,Community Donations,diaper,4,751,confirmed
2027-06-21,Community Donations,diaper,5,466,confirmed
2027-06-21,Community Donations,diaper,6,349,confirmed
2027-06-21,Community Donations,diaper,7,76,confirmed
2027-06-28,Community Donations,diaper,N,1874,pending
2027-06-28,Community Donations,diaper,1,1944,confirmed
2027-06-28,Community Donations,diaper,2,1601,confirmed
2027-06-28,Community Donations,diaper,3,1174,pending
2027-06-28,Community Donations,diaper,4,751,confirmed
2027-06-28,Community Donations,diaper,5,520,pending
2027-06-28,Community Donations,diaper,6,308,confirmed
2027-06-28,Community Donations,diaper,7,80,pending
2027-07-05,Community Donations,diaper,N,2034,confirmed
2027-07-05,Community Donations,diaper,1,2257,confirmed
2027-07-05,Community Donations,diaper,2,1855,confirmed
2027-07-05,Community Donations,diaper,3,1256,confirmed
2027-07-05,Community Donations,diaper,4,867,pending
2027-07-05,Community Donations,diaper,5,565,confirmed
2027-07-05,Community Donations,diaper,6,372,confirmed
2027-07-05,Community Donations,diaper,7,100,confirmed
2027-07-05,Targeted Diaper Purchase,diaper,4,13499,pending
2027-07-05,Targeted Diaper Purchase,diaper,5,12047,confirmed
2027-07-05,Targeted Diaper Purchase,diaper,6,5132,pending
2027-07-05,Planned Purchase,adult_incontinence,L,135,pending
2027-07-05,Planned Purchase,adult_incontinence,M,161,confirmed
2027-07-05,Planned Purchase,adult_incontinence,S,52,pending
2027-07-05,Planned Purchase,adult_incontinence,XL,51,confirmed
2027-07-05,Planned Purchase,period_cup,one_size,22,pending
2027-07-05,Planned Purchase,period_liner,one_size,715,confirmed
2027-07-05,Planned Purchase,period_pad,overnight,477,confirmed
2027-07-05,Planned Purchase,period_pad,regular,1478,confirmed
2027-07-05,Planned Purchase,period_pad,super,850,confirmed
2027-07-05,Planned Purchase,period_tampon,regular,1032,pending
2027-07-05,Planned Purchase,period_tampon,super,544,confirmed
2027-07-05,Planned Purchase,period_tampon,super_plus,303,confirmed
2027-07-05,Planned Purchase,pull_up,2T-3T,965,confirmed
2027-07-05,Planned Purchase,pull_up,3T-4T,1020,confirmed
2027-07-05,Planned Purchase,pull_up,4T-5T,634,confirmed
2027-07-05,Planned Purchase,wipes,one_size,31833,confirmed
2027-07-12,Community Donations,diaper,N,1918,pending
2027-07-12,Community Donations,diaper,1,2177,confirmed
2027-07-12,Community Donations,diaper,2,1810,pending
2027-07-12,Community Donations,diaper,3,1254,pending
2027-07-12,Community Donations,diaper,4,829,confirmed
2027-07-12,Community Donations,diaper,5,543,confirmed
2027-07-12,Community Donations,diaper,6,390,pending
2027-07-12,Community Donations,diaper,7,103,confirmed
2027-07-19,Community Donations,diaper,N,1855,confirmed
2027-07-19,Community Donations,diaper,1,2093,pending
2027-07-19,Community Donations,diaper,2,1758,confirmed
2027-07-19,Community Donations,diaper,3,1177,confirmed
2027-07-19,Community Donations,diaper,4,740,pending
2027-07-19,Community Donations,diaper,5,504,confirmed
2027-07-19,Community Donations,diaper,6,356,confirmed
2027-07-19,Community Donations,diaper,7,68,pending
2027-07-26,Community Donations,diaper,N,2021,pending
2027-07-26,Community Donations,diaper,1,2175,confirmed
2027-07-26,Community Donations,diaper,2,1850,pending
2027-07-26,Community Donations,diaper,3,1301,confirmed
2027-07-26,Community Donations,diaper,4,843,confirmed
2027-07-26,Community Donations,diaper,5,555,confirmed
2027-07-26,Community Donations,diaper,6,354,confirmed
2027-07-26,Community Donations,diaper,7,78,pending
2027-08-02,Community Donations,diaper,N,1865,confirmed
2027-08-02,Community Donations,diaper,1,1895,confirmed
2027-08-02,Community Donations,diaper,2,1531,confirmed
2027-08-02,Community Donations,diaper,3,1145,confirmed
2027-08-02,Community Donations,diaper,4,756,confirmed
2027-08-02,Community Donations,diaper,5,493,confirmed
2027-08-02,Community Donations,diaper,6,332,confirmed
2027-08-02,Community Donations,diaper,7,83,pending
2027-08-02,Targeted Diaper Purchase,diaper,4,11971,confirmed
2027-08-02,Targeted Diaper Purchase,diaper,5,12233,confirmed
2027-08-02,Targeted Diaper Purchase,diaper,6,5019,confirmed
2027-08-02,Planned Purchase,adult_incontinence,L,115,confirmed
2027-08-02,Planned Purchase,adult_incontinence,M,120,confirmed
2027-08-02,Planned Purchase,adult_incontinence,S,62,confirmed
2027-08-02,Planned Purchase,adult_incontinence,XL,48,confirmed
2027-08-02,Planned Purchase,period_cup,one_size,28,confirmed
2027-08-02,Planned Purchase,period_liner,one_size,548,confirmed
2027-08-02,Planned Purchase,period_pad,overnight,605,confirmed
2027-08-02,Planned Purchase,period_pad,regular,1298,pending
2027-08-02,Planned Purchase,period_pad,super,644,confirmed
2027-08-02,Planned Purchase,period_tampon,regular,789,confirmed
2027-08-02,Planned Purchase,period_tampon,super,513,pending
2027-08-02,Planned Purchase,period_tampon,super_plus,253,confirmed
2027-08-02,Planned Purchase,pull_up,2T-3T,805,confirmed
2027-08-02,Planned Purchase,pull_up,3T-4T,1071,confirmed
2027-08-02,Planned Purchase,pull_up,4T-5T,837,confirmed
2027-08-02,Planned Purchase,wipes,one_size,20729,pending
2027-08-09,Community Donations,diaper,N,1908,confirmed
2027-08-09,Community Donations,diaper,1,2114,confirmed
2027-08-09,Community Donations,diaper,2,1669,confirmed
2027-08-09,Community Donations,diaper,3,1177,confirmed
2027-08-09,Community Donations,diaper,4,766,pending
2027-08-09,Community Donations,diaper,5,541,pending
2027-08-09,Community Donations,diaper,6,337,confirmed
2027-08-09,Community Donations,diaper,7,91,confirmed
2027-08-16,Community Donations,diaper,N,2171,confirmed
2027-08-16,Community Donations,diaper,1,2320,pending
2027-08-16,Community Donations,diaper,2,1991,confirmed
2027-08-16,Community Donations,diaper,3,1346,confirmed
2027-08-16,Community Donations,diaper,4,833,pending
2027-08-16,Community Donations,diaper,5,620,confirmed
2027-08-16,Community Donations,diaper,6,388,pending
2027-08-16,Community Donations,diaper,7,91,pending
2027-08-23,Community Donations,diaper,N,1936,confirmed
2027-08-23,Community Donations,diaper,1,1998,confirmed
2027-08-23,Community Donations,diaper,2,1688,confirmed
2027-08-23,Community Donations,diaper,3,1151,confirmed
2027-08-23,Community Donations,diaper,4,758,pending
2027-08-23,Community Donations,diaper,5,502,confirmed
2027-08-23,Community Donations,diaper,6,349,confirmed
2027-08-23,Community Donations,diaper,7,78,pending
2027-08-30,Community Donations,diaper,N,2164,pending
2027-08-30,Community Donations,diaper,1,2342,pending
2027-08-30,Community Donations,diaper,2,1918,confirmed
2027-08-30,Community Donations,diaper,3,1315,confirmed
2027-08-30,Community Donations,diaper,4,845,pending
2027-08-30,Community Donations,diaper,5,587,confirmed
2027-08-30,Community Donations,diaper,6,368,pending
2027-08-30,Community Donations,diaper,7,103,confirmed
2027-08-30,Targeted Diaper Purchase,diaper,4,11965,confirmed
2027-08-30,Targeted Diaper Purchase,diaper,5,10827,confirmed
2027-08-30,Targeted Diaper Purchase,diaper,6,5431,confirmed
2027-08-30,Planned Purchase,adult_incontinence,L,119,confirmed
2027-08-30,Planned Purchase,adult_incontinence,M,113,confirmed
2027-08-30,Planned Purchase,adult_incontinence,S,48,pending
2027-08-30,Planned Purchase,adult_incontinence,XL,69,confirmed
2027-08-30,Planned Purchase,period_cup,one_size,23,pending
2027-08-30,Planned Purchase,period_liner,one_size,607,confirmed
2027-08-30,Planned Purchase,period_pad,overnight,398,pending
2027-08-30,Planned Purchase,period_pad,regular,1012,pending
2027-08-30,Planned Purchase,period_pad,super,846,pending
2027-08-30,Planned Purchase,period_tampon,regular,899,confirmed
2027-08-30,Planned Purchase,period_tampon,super,494,pending
2027-08-30,Planned Purchase,period_tampon,super_plus,239,confirmed
2027-08-30,Planned Purchase,pull_up,2T-3T,835,confirmed
2027-08-30,Planned Purchase,pull_up,3T-4T,1219,confirmed
2027-08-30,Planned Purchase,pull_up,4T-5T,683,confirmed
2027-08-30,Planned Purchase,wipes,one_size,31149,confirmed
2027-09-06,Community Donations,diaper,N,2577,pending
2027-09-06,Community Donations,diaper,1,2754,pending
2027-09-06,Community Donations,diaper,2,2379,confirmed
2027-09-06,Community Donations,diaper,3,1631,confirmed
2027-09-06,Community Donations,diaper,4,1034,confirmed
2027-09-06,Community Donations,diaper,5,678,pending
2027-09-06,Community Donations,diaper,6,483,confirmed
2027-09-06,Community Donations,diaper,7,116,confirmed
2027-09-13,Community Donations,diaper,N,2903,confirmed
2027-09-13,Community Donations,diaper,1,3285,pending
2027-09-13,Community Donations,diaper,2,2618,pending
2027-09-13,Community Donations,diaper,3,1895,confirmed
2027-09-13,Community Donations,diaper,4,1224,pending
2027-09-13,Community Donations,diaper,5,813,pending
2027-09-13,Community Donations,diaper,6,507,pending
2027-09-13,Community Donations,diaper,7,124,pending
2027-09-20,Community Donations,diaper,N,2936,pending
2027-09-20,Community Donations,diaper,1,3144,confirmed
2027-09-20,Community Donations,diaper,2,2715,confirmed
2027-09-20,Community Donations,diaper,3,1842,pending
2027-09-20,Community Donations,diaper,4,1199,confirmed
2027-09-20,Community Donations,diaper,5,761,confirmed
2027-09-20,Community Donations,diaper,6,549,confirmed
2027-09-20,Community Donations,diaper,7,132,pending
